ID,FECHA,HORA,NOMBRE_USUARIO
27936000376793,17/12/2004,93505245,st89Gg4mrr
27936001040984,4/4/2000,1129390870,BW6VNECjWZ
27936001777409,18/7/2007,565192710,76Ntug_qAz
27936002557379,18/10/2013,1945548840,xjhZvvTlVr
27936003392677,6/12/2004,959988782,uN00TecT3M
27936004057125,19/1/2003,337376504,bckqvdUZgH
27936004712351,18/3/2016,2087386318,P3GZXDDGjp
27936005307894,11/9/2013,1961169345,bMPdfqJ3wp
27936018467744,12/12/2006,1346363420,sZzfWnOlLT
27936018814568,23/5/2008,978892874,L24gtJra8p
27936019140644,20/9/2006,1448723623,jUfMKzKkEk
27936019463134,11/10/2006,869779468,ZULvhPbaya
27936020076864,27/11/2004,1008688210,tud4QcB5lp
27936020719027,9/10/2012,585593248,2DnprJ82GH
27936021249509,10/7/2008,1498887904,cenUrV5Hcs
27936021732860,18/9/2011,1995860139,VHFnLSvrrw
27936022142696,24/2/2015,582945098,ORcytdIDZX
27936022692390,10/6/2008,1495761123,leYgK8bb1a
27936023169337,8/7/2006,2057053397,4d5W5cgrdq
27936023579173,23/1/2007,1484728093,ZAPTRZt5t7
27936024016930,5/12/2005,2103832323,R3rR6GN_7_
27936024393979,7/7/2004,319903062,a_RvpzMS2R
27936024843775,11/10/2012,1124988254,I3PHWkVhxL
27936025252587,17/10/2016,1716896155,RYdsFqSM8U
27936025802536,1/9/2001,1075978530,r63XUjFnWc
27936026231071,25/8/2004,922527058,cQJS21kDbH
27936026691369,3/2/2006,68175890,4VVSTJEatd
27936027213142,14/2/2000,1920089290,VOiIQa_evl
27936028401668,24/9/2000,269075837,N9NAmz0z_N
27936028872211,6/6/2001,1792619888,JTnPXniAoO
27936029290501,4/11/2016,1562085745,Dt4bqmMZmV
27936029757202,26/1/2007,490656994,D6khQkizfU
27936030161147,4/6/2000,955504083,Bz1Fas_jmN
27936030598904,16/9/2006,92907654,yr_mzABqAv
27936031015912,19/11/2001,1127768949,JZoRhWEoAs
27936031438556,20/8/2009,1614912257,aAqsHbSsKn
27936031921139,8/6/2003,2104348016,d7oc1mqp4h
27936032335842,16/7/2011,1218749052,9p5TVF3YXE
27936032869398,9/4/2016,970407905,5K74w3_jiM
27936033276161,23/12/2005,1116958151,DAWBlk_8yH
27936033761817,19/4/2005,1963253552,RxvLpOeqNO
27936034247985,3/12/2008,1864783498,9oaSsDjHH_
27936034712894,10/3/2016,293929307,kcMFpzqJro
27936035194708,2/8/2010,516927748,4mGBimnvAW
27936035859411,4/11/2008,1174118331,Qwt6Qr68K_
27936036577394,26/7/2009,220303004,hAbhmnVZCE
27936037363511,21/8/2013,318848802,3Z6Qya5kLR
27936038127088,18/8/2007,2141540968,T1Yvf7pHPj
27936061505698,14/12/2000,517191311,RCh8RNZkpd
27936062132491,24/10/2009,1365040067,DDvPf8G9Yf
27936062740586,5/10/2003,1855504071,pDuyllfkza
27936063319737,7/1/2006,1865508278,ELLpEsSbRE
27936063879163,14/10/2015,1953535665,FXLzDQ6Jx9
27936064450117,13/2/2001,444203885,7gA7bxVZ2V
27936064851757,3/9/2006,307322176,WgAhzIZ2dy
27936065168611,14/8/2011,762531999,YGZBJSIsAb
27936065492638,22/2/2007,1298688120,OBMuP6FRKR
27936065813079,24/10/2006,1851317022,8fdpSAPBLO
27936066118664,3/3/2004,1145584823,ztbG0maGUj
27936066419637,26/9/2011,524295073,VGM8wJwVah
27936066737261,2/11/2010,55608504,dUZ5K9eyfv
27936067058726,3/3/2005,367881675,2jgcMa7pFU
27936067377630,9/4/2000,852494946,JxXOzyCRlU
27936067709085,4/11/2006,656607066,ocv1twBpKf
27936068018512,23/9/2010,979414526,xLWNRkTk4q
27936068336647,4/9/2008,1357508819,loe6Cp5A4Z
27936068655295,17/2/2000,495651176,SlTweWiuPq
27936068957037,13/6/2011,1015490579,OgiI6g5gvL
27936070471639,10/8/2010,473558969,v_3RywWHAF
27936070880964,18/6/2007,1384518651,1uFNJALW_A
27936071198075,11/7/2011,1815081466,G45Gnufb9K
27936071504683,14/8/2008,146247505,ANoIzmJnDP
27936071909909,4/12/2000,105150846,q3UYoYP_Wi
27936072282348,3/4/2007,1853082507,04yxnMgZ4N
27936072591519,22/4/2014,1970789438,I3w5ktyhVj
27936072912472,4/7/2008,922260160,bAJXofLsRb
27936073233681,11/6/2008,331572688,6Z79DBqZE9
27936073546950,11/2/2006,1727660101,GhaUdKlTJn
27936073863805,22/9/2000,957255557,LEe9iknm_b
27936074167340,6/12/2016,578599171,71wTYAleJk
27936074465752,5/8/2001,936261656,SDFGQvshCR
27936074806429,8/6/2003,322904116,6fj9gCu644
27936075134042,10/7/2008,787901191,qAuZVXe_YH
27936075433478,2/2/2003,2084581002,311VB0_js1
27936075735733,9/1/2000,120357331,FjjLPa6vaw
27936076030815,17/11/2010,1525649718,ZbdJVnoioo
27936076398900,26/1/2001,523387296,9qY3qDN7Rr
27936076749054,9/8/2002,1997258101,Ynh1epXxtb
27936088086924,11/4/2000,137214852,tgn_zUD2f8
27936088432467,9/6/2013,445401824,L4lmf7uW8s
27936088788256,4/11/2006,1566507055,BkxHleumPZ
27936089180163,7/1/2014,1364728655,h5epFJj_0Q
27936089490870,11/1/2009,596461371,c0J7jp9bwF
27936089839999,24/4/2003,450133316,qX2G5KTS93
27936090146096,5/4/2007,1071764070,HeLW4fMBTg
27936090466537,9/8/2009,533539113,IXxayDP1mJ
27936090776732,1/3/2001,1162268357,wHLxpnCVzT
27936091078986,21/9/2016,1029832184,0kTEjJl1dN
27936091443997,10/10/2012,830229375,UQ8wo3w5uU
27936091754192,5/12/2013,1349056843,SmhuU_eZ3B
27936092058495,2/10/2015,1839673991,6TtgqBPVl4
27936092385596,13/4/2005,1711943542,5dRWsHk7FW
27936092681447,1/10/2009,1289389270,XVJBvQk3yU
27936093355372,10/8/2004,1421979737,XfGvFCUTJP
27936094035700,17/8/2005,841186995,h8Ioeoyy32
27936094350762,19/11/2005,572546417,3THfhP7Q3L
27936094712443,9/4/2003,1048007364,sSq3tz2MlS
27936095007269,13/7/2004,1673402150,zXg78qozs4
27936095804401,3/11/2007,896686427,sR9NISHWQa
27936096100252,6/10/2013,1433639148,hggFTHSiGR
27936096441953,22/2/2014,1251168910,ONcz0niswS
27936096744207,24/8/2004,1132428495,Wk68AXv1RP
27936097045949,10/3/2012,1190007142,ReMLzAKsjc
27936097413521,3/12/2016,1734782894,dIMEIp9Srk
27936097719106,4/11/2007,456156611,4e4USRjWFI
27936098019055,18/4/2008,1338155630,U4AMER0Nqo
27936098334885,25/1/2001,1639468850,gg2NhEqY6H
27936098650715,7/2/2016,266604927,3fo0daio5n
27936098936832,2/7/2005,1237628114,PMyHC1lIsR
27936099350511,10/3/2012,1597553842,pJAl6uOLVC
27936099941444,5/7/2001,418389388,fQHNu_2iq1
27936100486527,26/11/2006,515579823,ZqQpotpbj1
27936101017265,19/11/2014,302196733,81WMfj31Cs
27936101546466,4/8/2003,693102449,NFxGNa1jmk
27936101874592,4/2/2014,2055234538,3muR579YAm
27936102180176,20/5/2008,719296884,GfKqHCs0mE
27936102657123,18/6/2003,1671053912,GpXzZHQ0eA
27936103041857,23/9/2009,617924871,OeHq_RQwcF
27936114042381,10/6/2005,1287264070,F7PUee0kq3
27936114366152,25/11/2007,557067940,zmjDTxDPso
27936114653037,16/2/2004,622697836,7qRxvHKLG4
27936114937617,25/5/2011,873060656,eha7TjdE_p
27936115254728,19/3/2009,1150695768,iUkgZ_G6Jg
27936115582341,17/7/2003,1408780957,0pAiT8jT5_
27936115870251,23/2/2005,45550289,2entiRHK8i
27936116156625,8/4/2010,1576406256,pI1fY64Ioz
27936116714258,21/12/2009,1968800866,Htx5P5qAjV
27936117308009,8/6/2014,2116696405,zAuewwvLvk
27936117894844,16/2/2015,1627415450,n1Xw1iICmP
27936118474250,7/2/2012,668757771,Thf_wqKB3a
27936119058523,22/12/2009,1463068619,HaYcijNu7y
27936119629220,3/5/2010,1293864077,yobTiMpsex
27936120073893,23/1/2012,1314687913,3PbpJkJ0F0
27936120458115,24/8/2007,1907484271,8gvccidBk9
27936120894591,25/6/2011,512523369,6_KZNvvnwv
27936121510626,2/8/2000,1419952141,TN_Et0p57v
27936122047768,23/12/2004,1859260800,ZlcS9PhzQJ
27936122596949,22/5/2004,203604845,5VVGwTEsmR
27936124345158,2/11/2011,1340370223,MXhzp4gAKj
27936124894082,16/7/2014,1750974581,IGHt5b64qJ
27936125406890,20/8/2015,875244487,meNzsIGtpf
27936125971952,14/12/2016,1340704149,i5hjpEXsYJ
27936126513449,15/12/2002,384406069,hdwQrRrHcc
27936127147927,14/10/2014,1021220198,9wf2b9ssEw
27936127768061,9/3/2001,1416301839,63Vqa7Jud7
27936128083379,9/11/2016,1940558243,h0Efsh68v7
27936128530869,17/10/2000,1635246351,daNGXzppue
27936128878461,6/5/2000,1271795594,0DdIyP5iz1
27936129193011,25/1/2009,2034491939,GrFkvmW_79
27936129476567,27/4/2011,494870398,9vV_jim4o4
27936129760378,26/5/2010,1162083151,SutvFXHd7_
27936130038811,22/9/2006,1942381696,WDMa3bo6S3
27936130417397,2/5/2003,1008405970,z6CqdFy0UT
27936130708638,9/10/2009,1209431652,dfOyMz1wdq
27936130991425,24/2/2011,461875807,30MiCGOc7V
27936131282665,7/9/2014,2036230547,OIgK4fUtNY
27936131583382,15/10/2000,1733539997,FeBUZrDE8g
27936131868987,6/4/2006,1129043745,XVQCiRG5uz
27936141213515,8/8/2012,1073866522,nUTB_iqJgx
27936141547532,14/7/2016,876998928,y7JSAgKZXI
27936141834417,9/10/2009,2145836801,h2HRBXoyBf
27936142116436,1/4/2012,945007750,zUNE4d4qL5
27936142399223,2/12/2004,18175244,O6hA4PTHcy
27936142684316,22/12/2016,1349204017,awb4caTQAP
27936142966335,13/8/2012,603974618,veBVsKJc2s
27936143247841,26/3/2012,2140933464,X2c2v6k10O
27936143568282,9/1/2001,1503246905,YGG_p6xSfo
27936143851581,17/1/2003,813199168,q1tCCikw0A
27936144177145,7/8/2001,336089373,t72hkVyeHL
27936144481449,8/9/2009,1464064611,Mz58bS9rnp
27936144765004,20/8/2003,1190996746,jsofL5woS0
27936145048048,24/3/2008,1623807667,ehhu3U1R7u
27936145324943,9/10/2008,310448610,k2kz7qz8oD
27936145600302,25/12/2007,1896339714,Z6FEzOBXbq
27936145880272,5/1/2015,1533347005,e9FqKjVwFC
27936146159217,19/8/2001,1268338399,oSqH5FPsM6
27936146478889,16/1/2010,328597641,6MvXfvIMcP
27936146764494,19/6/2015,165629431,HsX4INbyV8
27936147854659,3/1/2007,1166142861,loNzuEgmKW
27936148151791,14/5/2016,216460429,uzgdH0WDby
27936148459424,20/2/2004,1179976222,wpEfGFUc87
27936148737601,21/1/2007,1356183313,pLbRxS86ra
27936149013984,20/10/2015,1814452661,9Yd4dytzzW
27936149314189,20/7/2006,219246606,gOxf8Dv8ae
27936149612089,18/7/2009,1667175616,48Qh2QLfLb
27936149940983,1/8/2011,1296251413,xm13FivwHA
27936150229405,13/12/2004,1221645831,nG23AuyJEU
27936150541650,21/8/2013,1150875196,DEnGDfeZpP
27936150863115,21/10/2016,124323990,oS21x2aOvK
27936151157941,18/12/2002,1013801633,O8E4chVF0E
27936151443546,8/12/2001,119968507,zDz23YD8Rz
27936151728126,7/4/2009,211860381,EpoB5U9n9e
27936152039090,3/12/2008,437130688,jC_ACtKnLM
27936152393854,1/8/2013,1126398981,cFTZVw4Cci
27936152689961,13/6/2010,1996495723,1866YcDIWQ
27936153027820,16/6/2015,1738493272,QI04HuNFO1
27936153311120,8/10/2010,762550680,dF1pnWpQvn
27936153620290,11/7/2002,2053758948,9SgvOv9YE9
27936163789102,4/1/2016,2088905026,7UVB9HjYWT
27936164313949,12/2/2006,1592553895,fmaBpwC2si
27936164827525,17/10/2002,482853047,9axPXWnCt7
27936165396429,19/6/2002,81333062,LvVV6EJQEk
27936165908981,4/7/2002,537890386,JfkkEwT_pw
27936166417947,13/1/2013,283772733,iBiaUDQxsP
27936166929218,24/5/2000,2037452911,0YsS5ncUgX
27936167461493,7/2/2015,1770022498,BqKkR8qPiJ
27936167984290,10/5/2002,21784302,rwzE6bZlJd
27936168515285,11/11/2002,894016919,gWwEjYqPmM
27936169023738,22/10/2008,1079671757,_xnGewBcny
27936169478657,25/1/2013,1433761979,Uj33b3Ezma
27936169775276,26/9/2001,1815779435,sONVqVXZKD
27936170106219,17/4/2007,1318018112,ilRqRWSv6C
27936170397971,19/6/2011,335026787,XS39_ftPKO
27936170678453,6/7/2004,2047196580,SSRmrkgiEP
27936170956630,4/8/2007,131001504,xnYv7CZLwE
27936171239161,27/11/2005,621517451,SbsIyWU5Gv
27936171564981,2/11/2001,1141505537,_Cyz7WaNwl
27936171850329,21/8/2007,1884549520,THgc1yO55T
27936172651816,17/5/2015,493613884,Saxooia65l
27936172942544,25/11/2009,299938316,bNj6ehxA0x
27936173225331,25/10/2001,1772797602,w5gCCCQQeo
27936173556017,18/9/2008,1695241753,WHFKqgvZ8M
27936173983784,3/12/2010,208163249,PBLIOXcm_9
27936174291674,24/7/2007,5787420,LOIC4NH97E
27936174580865,9/2/2005,1785806849,yF4uun3Kt0
27936174868519,17/10/2004,1511023108,AvGaqmnluN
27936175154636,19/6/2003,183672403,HL1kptFpYz
27936175450743,20/12/2000,34885862,mKEt0wL1Pn
27936175781173,10/5/2006,401570156,5F21zCqB11
27936176062936,15/11/2000,1842303502,UoauE81TIT
27936176456123,22/3/2004,421430062,MUDONb1wxt
27936177013757,8/11/2013,1815105372,utG8FYIyvT
27936177573183,23/10/2004,1896954664,4o3e2W3Uod
27936178116217,13/2/2011,1390894305,gVVam9lOfH
27936178636197,27/11/2004,1361176259,25lMpGzch8
27936179152847,22/1/2009,480567495,zGRHmEkp9r
27936179678206,15/4/2000,1677016169,JqQJDJNbOF
27936180311916,27/8/2004,1090848416,lM6vlStSvq
27936192115975,2/10/2008,1352439373,GYJVN0unOD
27936192436160,26/7/2006,1973143179,LPhTCDf1QZ
27936192723301,8/11/2010,28990068,9bE3uBJj0W
27936193005320,23/4/2013,1123456096,uVFWTRrYPb
27936193283497,25/4/2008,1363322022,QFno1wU6lt
27936193568333,7/6/2005,1912457471,ndZv0KDCfg
27936193993026,9/3/2006,998036570,9NIgtYEqb0
27936194285547,19/1/2001,131936525,ZN8PPy1HrP
27936194611367,22/2/2010,2053318567,ZKzHXo05iL
27936194907986,16/2/2006,1417936170,vz_s0A4YED
27936200931558,9/3/2016,56687400,gfRNqKvCRu
27936201330636,19/12/2004,78792659,0GMYPpnxUU
27936201624694,7/5/2013,374932097,SvjcPM6KQO
27936201913629,25/6/2016,1685850808,GzehQx5qJs
27936202201026,17/1/2010,1493069036,WR_rFOuzrA
27936202612912,14/3/2005,1790867743,a7ZmE_pAgm
27936202919777,1/4/2006,581730204,sS4oGNtkiz
27936203201027,25/7/2005,6830016,ijJxraFTwE
27936203480997,15/4/2002,2008272182,p22BMqGaEm
27936203756868,5/1/2004,1806407066,Ph_56fyX1e
27936204566551,4/8/2003,250976868,2wMqmE1K31
27936204853181,10/12/2010,1183510062,Whlzu3LgNx
27936205130076,9/5/2012,1198627285,HNidCGLPE5
27936205450517,4/7/2005,722108133,KQChdYx8R1
27936205734073,16/11/2008,1612646866,55_LZkZz0f
27936206014555,4/1/2001,855830497,m8DCP9CzdR
27936206291707,17/11/2004,923269235,uh2MwgKuP9
27936206567578,12/3/2014,1433889379,imzX1wBrBi
27936206847035,2/12/2005,408598786,bwPnsijO2X
27936207157486,21/9/2014,988203641,cygD5Evg4F
27936207486124,24/12/2008,442380877,eFduOeWe3_
27936207776339,4/4/2008,834642724,AxiEuHlCb7
27936208113942,22/2/2009,307814550,459Tf799KS
27936208423625,26/7/2007,1369167910,Ai_TllqT4L
27936208715890,21/3/2009,1255466045,XKvo45tdXb
27936208997652,16/7/2010,1560360065,PnH1fALnPf
27936209272243,18/8/2009,1923375393,gBPmm1xu30
27936209563483,18/6/2007,589046583,JWYDrnIqYq
27936209843452,16/9/2013,445724449,srfIf90qWq
27936210121373,21/11/2012,793011854,2SrYs255aD
27936221723843,24/1/2003,939447763,jwBo2Oq5Qp
27936222189264,18/7/2008,450207929,LbPo9wH4ow
27936222645463,3/1/2008,1664909616,BA2ObtYlL6
27936223109603,18/7/2002,597241750,OdIHsTLDdK
27936223570669,19/1/2016,1143418934,B2WzMEw2mQ
27936224033784,3/12/2000,1060725638,ZpIPGLIDCQ
27936224489727,8/4/2015,1251278327,cZk1Y9SPTE
27936224952587,4/9/2008,398255920,yUhz5vmbOO
27936225465138,19/7/2006,1134854720,4Yk5hRsFof
27936225999719,19/8/2011,954260894,owUH2s0ojJ
27936226549412,4/7/2016,772753862,H9GWVMQI0u
27936227066062,4/6/2008,214456976,n8a2MKCsld
27936227596800,13/1/2003,1813400956,BXKytuEa1N
27936228123184,12/9/2010,1678105184,3fLH8bF60z
27936228636504,3/10/2001,1451780784,E95c_Tud7s
27936229137529,7/3/2009,1551808980,lIFxXNzUg_
27936229639067,21/6/2005,1415765000,gsowHYRevz
27936230128053,12/6/2014,447262447,JsdSlclSr8
27936230691834,9/7/2005,982233207,cR65Q2D4Pz
27936231199519,9/4/2014,1755398030,L4WVJ_ii9r
27936232539428,26/4/2008,1260260462,RIiSfP2PTY
27936233041478,14/8/2001,2145625047,jk8kugdgtu
27936233544552,13/6/2008,1694740385,UtSrGaJQRu
27936234050700,1/5/2004,1647370454,0P5DQZwx32
27936234548908,3/4/2003,1284063410,RfgCdc6i3k
27936235047371,26/4/2004,1330854529,36wLMvU40u
27936235608079,6/5/2009,999361216,dhkN0ANGbx
27936236099627,20/7/2006,958502442,Y0xA1Y6Pj8
27936236592967,16/7/2003,1455794797,UWsMnxIPKO
27936237119095,23/7/2013,889234718,lVyFzq65qV
27936237648552,15/11/2009,40600664,y_za3BvDwT
27936238172375,3/12/2003,1571989887,EX5m2hoLqw
27936238682365,8/7/2014,135887740,lDzmoM8Qc1
27936239223605,26/5/2012,1047655319,1129INHtUY
27936239746403,15/5/2000,1019439793,TS5GkROVPD
27936240323248,4/6/2006,293660024,2SXUBzZ5_N
27936240832470,14/4/2009,1981648319,ZlyjnXck9c
27936241334263,13/9/2009,1040406035,tVOq8JTS5X
27936241838874,19/3/2002,292718061,HN4UdbQlPp
27936242346815,22/3/2016,317795585,mLwsyfqv6p
27936256780232,8/12/2002,1224964788,8jJMx9eUEW
27936257196472,11/7/2016,569021988,oLuKiEEV0C
27936257608870,2/9/2006,1188141338,27SrY8PQE6
27936257912405,6/7/2008,620003993,I7hdZsYlI3
27936258213891,17/3/2005,1132001469,_cKiARZ7lS
27936258543297,3/4/2005,390515871,oKwjAf5Wbr
27936258838379,19/7/2012,1095877430,TEJ_sfvgG9
27936259124240,9/4/2009,509563793,HJStyLkBnL
27936259429312,6/4/2016,1835247647,YSUrvkA7zd
27936259870655,20/2/2008,86115513,NLrMbd7u4Y
27936260399088,18/5/2014,1185388451,kBsqQbFldR
27936261137306,14/12/2008,1356312900,pszGpi5m4l
27936261616559,1/11/2002,199254817,oFPO5nChBp
27936261916251,1/3/2015,1913554950,TnfNJh7kTC
